Year,Month,Anomaly,Unc,Temps
1914,10,-0.79,0.587,15.89
1914,11,0.37,0.706,12.71
1914,12,-1.74,0.371,7.04
1915,1,-0.3,0.256,8.17
1915,2,-0.46,0.21,10.26
1915,3,1.55,0.417,13.42
1915,4,0.64,0.436,16.64
1915,5,-1.34,0.915,12.09
1915,6,-0.2,0.312,18.21
1915,7,-0.2,0.434,19.59
1915,8,0.65,0.483,20.4
1915,9,-1.03,0.572,18.46
1915,10,-0.47,0.539,16.21
1915,11,-0.71,0.397,11.63
1915,12,0.09,0.364,8.87
1916,1,-2.09,0.778,6.38
1916,2,0.96,0.584,11.68
1916,3,0.92,0.354,12.79
1916,4,1.42,0.542,17.42
1916,5,-0.95,0.606,12.48
1916,6,-0.85,0.272,17.56
1916,7,0.3,0.44,20.09
1916,8,-0.89,0.166,18.86
1916,9,-0.95,0.346,18.54
1916,10,-3.4,0.537,13.28
1916,11,-2.19,0.617,10.15
1916,12,-2.15,0.308,6.63
1917,1,-2.55,0.629,5.92
1917,2,-1.18,0.598,9.54
1917,3,-2.13,0.326,9.74
1917,4,-0.22,0.649,15.78
1917,5,-2.08,0.214,11.35
1917,6,0.5,0.203,18.91
1917,7,1.07,0.438,20.86
1917,8,-1.17,0.415,18.58
1917,9,0.07,0.368,19.56
1917,10,0.35,0.408,17.03
1917,11,0.62,0.503,12.96
1917,12,1.62,0.683,10.4
1918,1,0.71,0.449,9.18
1918,2,-1.02,0.542,9.7
1918,3,0.09,0.512,11.96
1918,4,0.38,0.436,16.38
1918,5,-1.73,0.436,11.7
1918,6,1.62,0.853,20.03
1918,7,-0.92,0.487,18.87
1918,8,-0.06,0.415,19.69
1918,9,-1.32,0.28,18.17
1918,10,0.3,0.331,16.98
1918,11,-1.28,0.451,11.06
1918,12,-1.45,0.533,7.33
1919,1,-0.01,0.556,8.46
1919,2,-1.36,0.586,9.36
1919,3,-1.21,0.57,10.66
1919,4,0.31,0.528,16.31
1919,5,0.17,0.418,13.6
1919,6,-0.73,0.353,17.68
1919,7,-1.15,0.329,18.64
1919,8,-0.79,0.196,18.96
1919,9,-1.18,0.379,18.31
1919,10,-2.01,0.479,14.67
1919,11,-1.02,0.261,11.32
1919,12,-0.9,0.972,7.88
1920,1,0.93,0.649,9.4
1920,2,-0.65,0.491,10.07
1920,3,-1.42,0.419,10.45
1920,4,-0.68,0.558,15.32
1920,5,-0.53,0.54,12.9
1920,6,-0.01,0.616,18.4
1920,7,-1.39,0.417,18.4
1920,8,0.11,0.594,19.86
1920,9,-1.77,0.32,17.72
1920,10,-2.24,0.477,14.44
1920,11,-0.83,0.411,11.51
1920,12,-0.12,0.411,8.66
1921,1,-0.27,0.479,8.2
1921,2,-0.18,0.64,10.54
1921,3,0.55,0.455,12.42
1921,4,-0.27,0.624,15.73
1921,5,-1.92,0.626,11.51
1921,6,0.59,0.42,19
1921,7,-0.25,0.459,19.54
1921,8,-1.19,0.602,18.56
1921,9,-0.95,0.549,18.54
1921,10,-0.27,0.425,16.41
1921,11,0.47,0.347,12.81
1921,12,0.94,0.51,9.72
1922,1,-2.49,0.649,5.98
1922,2,-2.13,0.415,8.59
1922,3,-1.45,0.661,10.42
1922,4,-1.47,0.638,14.53
1922,5,0.08,0.398,13.51
1922,6,0.1,0.348,18.51
1922,7,-0.21,0.421,19.58
1922,8,-0.71,0.391,19.04
1922,9,0.85,0.552,20.34
1922,10,-1.39,0.459,15.29
1922,11,-1.89,0.547,10.45
1922,12,0.21,0.629,8.99
1923,1,-1.12,0.651,7.35
1923,2,-1.07,0.471,9.65
1923,3,1.2,0.505,13.07
1923,4,-0.31,0.297,15.69
1923,5,-0.54,0.323,12.89
1923,6,-2.58,0.487,15.83
1923,7,-0.93,0.481,18.86
1923,8,-0.33,0.526,19.42
1923,9,0.22,0.271,19.71
1923,10,-0.63,0.338,16.05
1923,11,2.06,0.518,14.4
1923,12,-0.42,0.509,8.36
1924,1,-0.32,0.496,8.15
1924,2,1.8,0.405,12.52
1924,3,-0.44,0.278,11.43
1924,4,0.9,0.356,16.9
1924,5,1.03,0.335,14.46
1924,6,-0.4,0.598,18.01
1924,7,-1.71,0.712,18.08
1924,8,-1.15,0.692,18.6
1924,9,-0.94,0.336,18.55
1924,10,-1.95,0.287,14.73
1924,11,-0.38,0.367,11.96
1924,12,-1.54,0.452,7.24
1925,1,0.63,0.533,9.1
1925,2,0.98,0.466,11.7
1925,3,0.37,0.238,12.24
1925,4,0.16,0.273,16.16
1925,5,-0.04,0.423,13.39
1925,6,0.02,0.594,18.43
1925,7,-0.18,0.701,19.61
1925,8,-1.36,0.877,18.39
1925,9,-2.33,0.597,17.16
1925,10,-1.16,0.517,15.52
1925,11,-0.43,0.525,11.91
1925,12,0.53,0.964,9.31
1926,1,-1.35,0.829,7.12
1926,2,1.07,0.454,11.79
1926,3,2.89,0.556,14.76
1926,4,2.78,0.291,18.78
1926,5,1.1,0.328,14.53
1926,6,0.55,0.658,18.96
1926,7,0.51,0.62,20.3
1926,8,-0.47,0.698,19.28
1926,9,-2.22,0.646,17.27
1926,10,0.16,0.526,16.84
1926,11,2.38,0.723,14.72
1926,12,-0.26,0.632,8.52
1927,1,0.76,0.328,9.23
1927,2,0.31,0.259,11.03
1927,3,-0.4,0.39,11.47
1927,4,-0.37,0.386,15.63
1927,5,-0.36,0.636,13.07
1927,6,-0.41,0.471,18
1927,7,-0.81,0.714,18.98
1927,8,-1.43,0.751,18.32
1927,9,-1.65,0.476,17.84
1927,10,-0.05,0.255,16.63
1927,11,0.62,0.411,12.96
1927,12,-0.22,0.617,8.56
1928,1,0.18,0.488,8.65
1928,2,0.19,0.536,10.91
1928,3,1.86,0.359,13.73
1928,4,0.37,0.249,16.37
1928,5,0.78,0.326,14.21
1928,6,0.35,0.489,18.76
1928,7,-1.06,0.782,18.73
1928,8,-1.29,0.721,18.46
1928,9,-0.93,0.517,18.56
1928,10,-1.23,0.318,15.45
1928,11,-0.5,0.603,11.84
1928,12,-1.37,0.778,7.41
1929,1,-1.87,0.683,6.6
1929,2,-1.53,0.36,9.19
1929,3,-0.19,0.37,11.68
1929,4,-1.68,0.248,14.32
1929,5,-0.34,0.245,13.09
1929,6,0.46,0.702,18.87
1929,7,-0.11,1.012,19.68
1929,8,0.1,0.812,19.85
1929,9,-1.32,0.683,18.17
1929,10,0.38,0.445,17.06
1929,11,0.56,0.722,12.9
1929,12,2.06,0.439,10.84
1930,1,-0.62,0.411,7.85
1930,2,1.44,0.521,12.16
1930,3,1.27,0.433,13.14
1930,4,1.22,0.283,17.22
1930,5,-1.6,0.26,11.83
1930,6,0.01,0.615,18.42
1930,7,-1.11,1.034,18.68
1930,8,-0.43,0.742,19.32
1930,9,-2.06,0.822,17.43
1930,10,-0.31,0.469,16.37
1930,11,0.27,0.479,12.61
1930,12,-0.48,0.77,8.3
1931,1,0.62,0.439,9.09
1931,2,1.25,0.462,11.97
1931,3,1.69,0.297,13.56
1931,4,1.79,0.265,17.79
1931,5,2.42,0.367,15.85
1931,6,0.05,0.673,18.46
1931,7,1.43,0.567,21.22
1931,8,0.19,0.481,19.94
1931,9,-1.38,0.587,18.11
1931,10,-1.31,0.499,15.37
1931,11,-1.44,0.432,10.9
1931,12,-1.1,0.39,7.68
1932,1,-1.05,0.266,7.42
1932,2,-1.64,0.162,9.08
1932,3,1.29,0.222,13.16
1932,4,-0.55,0.237,15.45
1932,5,-0.17,0.273,13.26
1932,6,-0.2,0.328,18.21
1932,7,-0.63,0.208,19.16
1932,8,-0.46,0.348,19.29
1932,9,0.26,0.352,19.75
1932,10,-0.33,0.239,16.35
1932,11,2.12,0.473,14.46
1932,12,-2.59,0.481,6.19
1933,1,-2.11,0.426,6.36
1933,2,-2.05,0.262,8.67
1933,3,0.29,0.273,12.16
1933,4,-0.17,0.168,15.83
1933,5,-2.31,0.272,11.12
1933,6,-1.49,0.367,16.92
1933,7,0.27,0.371,20.06
1933,8,-0.04,0.273,19.71
1933,9,-1.7,0.2,17.79
1933,10,1.22,0.491,17.9
1933,11,0.99,0.514,13.33
1933,12,-0.16,0.784,8.62
1934,1,0.78,0.764,9.25
1934,2,1.03,0.377,11.75
1934,3,3.52,0.343,15.39
1934,4,2.21,0.395,18.21
1934,5,1.39,0.416,14.82
1934,6,-0.28,0.324,18.13
1934,7,-0.3,0.316,19.49
1934,8,-0.05,0.255,19.7
1934,9,-0.11,0.32,19.38
1934,10,-0.31,0.351,16.37
1934,11,0.91,0.379,13.25
1934,12,0.81,0.518,9.59
1935,1,0.04,0.37,8.51
1935,2,-0.31,0.519,10.41
1935,3,-1.71,0.375,10.16
1935,4,0.61,0.498,16.61
1935,5,-0.23,0.404,13.2
1935,6,0.84,0.223,19.25
1935,7,-0.53,0.281,19.26
1935,8,-0.14,0.179,19.61
1935,9,-1.13,0.335,18.36
1935,10,-1.17,0.306,15.51
1935,11,-1.52,0.496,10.82
1935,12,0.5,0.506,9.28
1936,1,1.68,0.53,10.15
1936,2,-0.36,0.375,10.36
1936,3,1.39,0.38,13.26
1936,4,1.12,0.228,17.12
1936,5,1.54,0.278,14.97
1936,6,0.66,0.301,19.07
1936,7,0.61,0.464,20.4
1936,8,0.46,0.319,20.21
1936,9,0.5,0.392,19.99
1936,10,0.57,0.283,17.25
1936,11,0.2,0.453,12.54
1936,12,-0.52,0.467,8.26
1937,1,-3.98,0.373,4.49
1937,2,-1.78,0.262,8.94
1937,3,0.52,0.244,12.39
1937,4,-0.4,0.143,15.6
1937,5,0.39,0.273,13.82
1937,6,0.52,0.413,18.93
1937,7,0.55,0.395,20.34
1937,8,0.36,0.268,20.11
1937,9,-0.38,0.259,19.11
1937,10,0.65,0.347,17.33
1937,11,0.89,0.431,13.23
1937,12,1.29,0.551,10.07
1938,1,0.2,0.506,8.67
1938,2,-0.42,0.303,10.3
1938,3,-0.83,0.335,11.04
1938,4,-0.16,0.306,15.84
1938,5,0.17,0.165,13.6
1938,6,-0.1,0.368,18.31
1938,7,0.08,0.256,19.87
1938,8,-0.1,0.447,19.65
1938,9,-0.01,0.166,19.48
1938,10,-0.72,0.347,15.96
1938,11,-0.77,0.526,11.57
1938,12,1.13,0.627,9.91
1939,1,0.2,0.565,8.67
1939,2,-1.72,0.475,9
1939,3,-0.36,0.263,11.51
1939,4,1.66,0.346,17.66
1939,5,0.52,0.297,13.95
1939,6,0.05,0.399,18.46
1939,7,0.09,0.293,19.88
1939,8,0.06,0.141,19.81
1939,9,1.46,0.264,20.95
1939,10,0.08,0.247,16.76
1939,11,0.66,0.344,13
1939,12,1.73,0.525,10.51
1940,1,1.28,0.614,9.75
1940,2,1.03,0.399,11.75
1940,3,1.6,0.348,13.47
1940,4,1.25,0.296,17.25
1940,5,0.61,0.255,14.04
1940,6,0.71,0.29,19.12
1940,7,-0.1,0.405,19.69
1940,8,-0.17,0.32,19.58
1940,9,-0.22,0.458,19.27
1940,10,0.07,0.225,16.75
1940,11,-0.52,0.46,11.82
1940,12,2.07,0.536,10.85
1941,1,1.76,0.421,10.23
1941,2,1.01,0.282,11.73
1941,3,1.86,0.268,13.73
1941,4,-0.14,0.26,15.86
1941,5,1.16,0.316,14.59
1941,6,-0.37,0.364,18.04
1941,7,0.68,0.241,20.47
1941,8,-0.27,0.405,19.48
1941,9,-0.49,0.419,19
1941,10,-0.97,0.378,15.71
1941,11,0.79,0.597,13.13
1941,12,1.41,0.48,10.19
1942,1,0.34,0.478,8.81
1942,2,-0.66,0.35,10.06
1942,3,-0.16,0.364,11.71
1942,4,-0.47,0.271,15.53
1942,5,-1.17,0.162,12.26
1942,6,-0.33,0.387,18.08
1942,7,0.33,0.32,20.12
1942,8,-0.27,0.269,19.48
1942,9,-1.05,0.156,18.44
1942,10,0.02,0.358,16.7
1942,11,-0.25,0.357,12.09
1942,12,0.46,0.521,9.24
1943,1,0.45,0.539,8.92
1943,2,0.47,0.401,11.19
1943,3,0.89,0.246,12.76
1943,4,0.57,0.14,16.57
1943,5,1.06,0.182,14.49
1943,6,-1.38,0.319,17.03
1943,7,-0.32,0.3,19.47
1943,8,-0.57,0.339,19.18
1943,9,0.66,0.192,20.15
1943,10,-0.44,0.26,16.24
1943,11,0.86,0.512,13.2
1943,12,1.06,0.348,9.84
1944,1,0.56,0.397,9.03
1944,2,-1.14,0.446,9.58
1944,3,0.74,0.332,12.61
1944,4,-1.16,0.216,14.84
1944,5,-0.08,0.352,13.35
1944,6,-1.45,0.315,16.96
1944,7,-1.34,0.416,18.45
1944,8,-0.39,0.341,19.36
1944,9,0.27,0.412,19.76
1944,10,0.32,0.314,17
1944,11,-0.91,0.417,11.43
1944,12,0.97,0.595,9.75
1945,1,-0.53,0.63,7.94
1945,2,0.29,0.566,11.01
1945,3,-1.46,0.23,10.41
1945,4,0.88,0.178,16.88
1945,5,-1.09,0.264,12.34
1945,6,1.03,0.385,19.44
1945,7,0.46,0.691,20.25
1945,8,-0.82,0.57,18.93
1945,9,0.23,0.373,19.72
1945,10,0.27,0.31,16.95
1945,11,-0.29,0.447,12.05
1945,12,0.63,0.501,9.41
1946,1,-0.19,0.486,8.28
1946,2,-1.99,0.347,8.73
1946,3,-0.29,0.248,11.58
1946,4,0.32,0.219,16.32
1946,5,-0.6,0.192,12.83
1946,6,-0.68,0.313,17.73
1946,7,0.1,0.307,19.89
1946,8,-0.76,0.326,18.99
1946,9,-0.05,0.129,19.44
1946,10,-1.29,0.287,15.39
1946,11,-1.38,0.323,10.96
1946,12,-0.12,0.391,8.66
1947,1,-2.09,0.32,6.38
1947,2,0.2,0.296,10.92
1947,3,1.32,0.09,13.19
1947,4,2.08,0.26,18.08
1947,5,1.52,0.34,14.95
1947,6,1.1,0.26,19.51
1947,7,-0.44,0.393,19.35
1947,8,-0.18,0.423,19.57
1947,9,0.46,0.363,19.95
1947,10,-0.22,0.252,16.46
1947,11,-1.49,0.404,10.85
1947,12,-0.52,0.388,8.26
1948,1,1.39,0.373,9.86
1948,2,-1.61,0.164,9.11
1948,3,-1.43,0.165,10.44
1948,4,-1.2,0.211,14.8
1948,5,-1.31,0.181,12.12
1948,6,-0.28,0.366,18.13
1948,7,-0.47,0.353,19.32
1948,8,-0.46,0.311,19.29
1948,9,-0.91,0.242,18.58
1948,10,-0.44,0.144,16.24
1948,11,-0.44,0.46,11.9
1948,12,-2.14,0.406,6.64
1949,1,-3.85,0.484,4.62
1949,2,-2.68,0.341,8.04
1949,3,-0.17,0.252,11.7
1949,4,1.52,0.344,17.52
1949,5,0.21,0.259,13.64
1949,6,0.82,0.296,19.23
1949,7,-0.7,0.406,19.09
1949,8,-0.9,0.309,18.85
1949,9,0.17,0.271,19.66
1949,10,-1.21,0.24,15.47
1949,11,1.91,0.456,14.25
1949,12,-1.1,0.401,7.68
1950,1,-2.01,0.398,6.46
1950,2,-0.55,0.394,10.17
1950,3,-0.31,0.182,11.56
1950,4,1.36,0.441,17.36
1950,5,-0.14,0.296,13.29
1950,6,-0.87,0.255,17.54
1950,7,0.14,0.289,19.93
1950,8,0.63,0.312,20.38
1950,9,0.06,0.314,19.55
1950,10,0.23,0.179,16.91
1950,11,2.52,0.375,14.86
1950,12,2.02,0.576,10.8
1951,1,-0.06,0.309,8.41
1951,2,-0.54,0.188,10.18
1951,3,0.13,0.22,12
1951,4,-0.37,0.329,15.63
1951,5,0.5,0.254,13.93
1951,6,-0.95,0.28,17.46
1951,7,-1.04,0.481,18.75
1951,8,-0.8,0.37,18.95
1951,9,-0.55,0.399,18.94
1951,10,-0.19,0.329,16.49
1951,11,0.23,0.414,12.57
1951,12,-0.57,0.548,8.21
1952,1,-1.23,0.344,7.24
1952,2,-0.55,0.333,10.17
1952,3,-1.17,0.225,10.7
1952,4,0.67,0.201,16.67
1952,5,0.94,0.288,14.37
1952,6,-1.89,0.427,16.52
1952,7,0.34,0.298,20.13
1952,8,-0.45,0.25,19.3
1952,9,0.62,0.381,20.11
1952,10,0.2,0.563,16.88
1952,11,-1.18,0.32,11.16
1952,12,0.22,0.549,9
1953,1,2.25,0.385,10.72
1953,2,-0.04,0.38,10.68
1953,3,-0.34,0.215,11.53
1953,4,-0.45,0.224,15.55
1953,5,-1.29,0.463,12.14
1953,6,-1.09,0.317,17.32
1953,7,0.44,0.475,20.23
1953,8,-0.84,0.416,18.91
1953,9,0.65,0.259,20.14
1953,10,-0.46,0.238,16.22
1953,11,0.31,0.48,12.65
1953,12,1.14,0.395,9.92
1954,1,0.25,0.317,8.72
1954,2,-0.19,0.435,10.53
1954,3,-1.25,0.203,10.62
1954,4,1.7,0.298,17.7
1954,5,0.47,0.331,13.9
1954,6,-0.22,0.223,18.19
1954,7,0.68,0.469,20.47
1954,8,-1.6,0.55,18.15
1954,9,-0.76,0.405,18.73
1954,10,-0.47,0.247,16.21
1954,11,-0.36,0.593,11.98
1954,12,-1.12,0.52,7.66
1955,1,-1.97,0.38,6.5
1955,2,-1.4,0.28,9.32
1955,3,-0.04,0.348,11.83
1955,4,-1.92,0.254,14.08
1955,5,0.34,0.326,13.77
1955,6,-0.77,0.378,17.64
1955,7,-1.14,0.445,18.65
1955,8,-0.57,0.673,19.18
1955,9,-0.53,0.471,18.96
1955,10,-0.34,0.356,16.34
1955,11,-0.59,0.326,11.75
1955,12,1.28,0.438,10.06
1956,1,0.79,0.326,9.26
1956,2,-2.11,0.344,8.61
1956,3,-0.32,0.235,11.55
1956,4,-0.23,0.293,15.77
1956,5,0.13,0.302,13.56
1956,6,0.51,0.463,18.92
1956,7,-0.68,0.276,19.11
1956,8,-0.8,0.393,18.95
1956,9,-0.03,0.312,19.46
1956,10,-1.29,0.171,15.39
1956,11,0.36,0.33,12.7
1956,12,-0.3,0.325,8.48
1957,1,-1.49,0.328,6.98
1957,2,0.55,0.29,11.27
1957,3,0.56,0.12,12.43
1957,4,1.21,0.154,17.21
1957,5,0.01,0.345,13.44
1957,6,2.02,0.33,20.43
1957,7,0.64,0.592,20.43
1957,8,-0.36,0.387,19.39
1957,9,0.44,0.568,19.93
1957,10,-0.52,0.392,16.16
1957,11,-0.71,0.501,11.63
1957,12,-0.14,0.441,8.64
1958,1,0.46,0.423,8.93
1958,2,1.67,0.411,12.39
1958,3,-1.36,0.226,10.51
1958,4,0.69,0.289,16.69
1958,5,1.2,0.265,14.63
1958,6,0.84,0.441,19.25
1958,7,-0.11,0.475,19.68
1958,8,1.68,0.465,21.43
1958,9,1.92,0.193,21.41
1958,10,1.27,0.325,17.95
1958,11,0.76,0.298,13.1
1958,12,2.49,0.347,11.27
1959,1,1.71,0.288,10.18
1959,2,-0.61,0.25,10.11
1959,3,2.06,0.256,13.93
1959,4,2.38,0.248,18.38
1959,5,0.18,0.199,13.61
1959,6,1.21,0.196,19.62
1959,7,1.23,0.29,21.02
1959,8,0.57,0.376,20.32
1959,9,-0.28,0.207,19.21
1959,10,1.76,0.188,18.44
1959,11,0.7,0.22,13.04
1959,12,0.63,0.241,9.41
1960,1,-0.11,0.286,8.36
1960,2,-0.01,0.321,10.71
1960,3,1.24,0.267,13.11
1960,4,0.5,0.266,16.5
1960,5,-0.12,0.246,13.31
1960,6,2.08,0.302,20.49
1960,7,0.75,0.342,20.54
1960,8,-0.24,0.275,19.51
1960,9,-0.45,0.331,19.04
1960,10,-0.54,0.288,16.14
1960,11,-0.68,0.401,11.66
1960,12,-0.38,0.206,8.4
1961,1,-1.11,0.158,7.36
1961,2,0.93,0.229,11.65
1961,3,-0.18,0.146,11.69
1961,4,0.88,0.328,16.88
1961,5,-1.27,0.266,12.16
1961,6,1.72,0.4,20.13
1961,7,1.61,0.249,21.4
1961,8,0.95,0.361,20.7
1961,9,-0.18,0.217,19.31
1961,10,0.15,0.425,16.83
1961,11,-0.51,0.295,11.83
1961,12,-0.75,0.25,8.03
1962,1,-0.81,0.512,7.66
1962,2,-1.01,0.25,9.71
1962,3,-1.21,0.182,10.66
1962,4,1.67,0.376,17.67
1962,5,-0.75,0.21,12.68
1962,6,-0.03,0.395,18.38
1962,7,-0.9,0.381,18.89
1962,8,0.26,0.267,20.01
1962,9,-1.19,0.32,18.3
1962,10,-0.52,0.285,16.16
1962,11,0.99,0.251,13.33
1962,12,0.41,0.183,9.19
1963,1,-1.7,0.237,6.77
1963,2,3.07,0.194,13.79
1963,3,-0.56,0.159,11.31
1963,4,-1.68,0.342,14.32
1963,5,-0.4,0.279,13.03
1963,6,-0.55,0.358,17.86
1963,7,-0.52,0.512,19.27
1963,8,0.03,0.422,19.78
1963,9,1.1,0.39,20.59
1963,10,0.16,0.255,16.84
1963,11,-0.55,0.254,11.79
1963,12,-2.11,0.268,6.67
1964,1,-0.26,0.079,8.21
1964,2,-0.21,0.242,10.51
1964,3,-0.73,0.23,11.14
1964,4,-0.39,0.322,15.61
1964,5,-1.74,0.17,11.69
1964,6,-0.7,0.338,17.71
1964,7,-0.03,0.362,19.76
1964,8,0.31,0.312,20.06
1964,9,-0.62,0.229,18.87
1964,10,1.19,0.391,17.87
1964,11,-1.35,0.342,10.99
1964,12,1.73,0.452,10.51
1965,1,0.3,0.299,8.77
1965,2,-0.3,0.137,10.42
1965,3,0,0.211,11.87
1965,4,0.06,0.174,16.06
1965,5,-0.45,0.349,12.98
1965,6,-1.95,0.371,16.46
1965,7,-1.01,0.407,18.78
1965,8,0.68,0.219,20.43
1965,9,-1.87,0.419,17.62
1965,10,1.44,0.186,18.12
1965,11,0.79,0.467,13.13
1965,12,-2.12,0.465,6.66
1966,1,0.08,0.226,8.55
1966,2,-1.28,0.209,9.44
1966,3,0.17,0.141,12.04
1966,4,2.46,0.27,18.46
1966,5,0.21,0.385,13.64
1966,6,0.71,0.444,19.12
1966,7,-1.14,0.33,18.65
1966,8,0.47,0.466,20.22
1966,9,0.22,0.263,19.71
1966,10,0.3,0.249,16.98
1966,11,0.69,0.408,13.03
1966,12,0.29,0.406,9.07
1967,1,0.7,0.32,9.17
1967,2,-0.46,0.386,10.26
1967,3,-0.71,0.306,11.16
1967,4,-3.8,0.397,12.2
1967,5,0.09,0.339,13.52
1967,6,-1.4,0.281,17.01
1967,7,0.56,0.327,20.35
1967,8,1.02,0.523,20.77
1967,9,1.32,0.162,20.81
1967,10,1.24,0.262,17.92
1967,11,1.95,0.235,14.29
1967,12,-0.66,0.341,8.12
1968,1,-0.86,0.322,7.61
1968,2,2.01,0.251,12.73
1968,3,1.22,0.357,13.09
1968,4,0.86,0.14,16.86
1968,5,-0.59,0.277,12.84
1968,6,0.9,0.487,19.31
1968,7,0.1,0.23,19.89
1968,8,-0.04,0.479,19.71
1968,9,0.34,0.284,19.83
1968,10,-0.65,0.248,16.03
1968,11,-0.3,0.226,12.04
1968,12,-1.13,0.297,7.65
1969,1,-0.81,0.386,7.66
1969,2,-1.65,0.216,9.07
1969,3,-0.28,0.27,11.59
1969,4,-0.4,0.254,15.6
1969,5,0.75,0.264,14.18
1969,6,-0.71,0.444,17.7
1969,7,0.18,0.421,19.97
1969,8,1.18,0.406,20.93
1969,9,0.47,0.306,19.96
1969,10,-0.81,0.298,15.87
1969,11,0.57,0.183,12.91
1969,12,1.89,0.311,10.67
1970,1,2.18,0.288,10.65
1970,2,1.36,0.2,12.08
1970,3,1.36,0.285,13.23
1970,4,-1.13,0.331,14.87
1970,5,1.16,0.266,14.59
1970,6,-0.37,0.489,18.04
1970,7,0.22,0.385,20.01
1970,8,-0.79,0.291,18.96
1970,9,0.44,0.252,19.93
1970,10,-1.44,0.219,15.24
1970,11,0.93,0.225,13.27
1970,12,-0.29,0.229,8.49
1971,1,0.12,0.232,8.59
1971,2,-0.83,0.374,9.89
1971,3,-0.53,0.188,11.34
1971,4,-1.24,0.251,14.76
1971,5,-1.48,0.232,11.95
1971,6,-0.63,0.263,17.78
1971,7,-0.12,0.391,19.67
1971,8,1.02,0.192,20.77
1971,9,0.84,0.254,20.33
1971,10,-1.77,0.233,14.91
1971,11,-0.65,0.199,11.69
1971,12,-1.64,0.276,7.14
1972,1,-1.75,0.334,6.72
1972,2,0.21,0.294,10.93
1972,3,2.13,0.304,14
1972,4,0.07,0.238,16.07
1972,5,0.45,0.293,13.88
1972,6,0.06,0.227,18.47
1972,7,0.52,0.311,20.31
1972,8,0.41,0.326,20.16
1972,9,-1.1,0.246,18.39
1972,10,-0.5,0.318,16.18
1972,11,-1.25,0.256,11.09
1972,12,-2.52,0.293,6.26
1973,1,-0.24,0.245,8.23
1973,2,0.66,0.271,11.38
1973,3,-1.15,0.313,10.72
1973,4,1.16,0.281,17.16
1973,5,1.05,0.137,14.48
1973,6,1.75,0.205,20.16
1973,7,-0.2,0.267,19.59
1973,8,-1.04,0.359,18.71
1973,9,-0.67,0.293,18.82
1973,10,-0.55,0.368,16.13
1973,11,-0.5,0.308,11.84
1973,12,0.7,0.269,9.48
1974,1,0.37,0.422,8.84
1974,2,-1.11,0.397,9.61
1974,3,0.14,0.27,12.01
1974,4,-0.47,0.236,15.53
1974,5,-0.61,0.138,12.82
1974,6,0.13,0.163,18.54
1974,7,0.1,0.312,19.89
1974,8,0.06,0.263,19.81
1974,9,-0.08,0.332,19.41
1974,10,0.7,0.283,17.38
1974,11,-0.26,0.227,12.08
1974,12,-0.19,0.352,8.59
1975,1,-0.33,0.353,8.14
1975,2,-0.43,0.297,10.29
1975,3,-0.83,0.295,11.04
1975,4,-2.61,0.199,13.39
1975,5,0.57,0.288,14
1975,6,-0.73,0.318,17.68
1975,7,-0.88,0.333,18.91
1975,8,-0.44,0.394,19.31
1975,9,-0.57,0.377,18.92
1975,10,-1.41,0.185,15.27
1975,11,-1.13,0.162,11.21
1975,12,0.46,0.152,9.24
1976,1,0.54,0.226,9.01
1976,2,-0.2,0.412,10.52
1976,3,-0.64,0.159,11.23
1976,4,-1,0.233,15
1976,5,0.78,0.499,14.21
1976,6,0.88,0.497,19.29
1976,7,0.07,0.529,19.86
1976,8,-0.4,0.667,19.35
1976,9,-0.19,0.155,19.3
1976,10,0.82,0.286,17.5
1976,11,1.56,0.116,13.9
1976,12,0.26,0.191,9.04
1977,1,-0.7,0.252,7.77
1977,2,1.05,0.207,11.77
1977,3,-0.87,0.238,11
1977,4,1.28,0.552,17.28
1977,5,-2.04,0.474,11.39
1977,6,0.18,0.412,18.59
1977,7,-0.09,0.327,19.7
1977,8,0.39,0.372,20.14
1977,9,-0.78,0.323,18.71
1977,10,0.1,0.277,16.78
1977,11,0.71,0.225,13.05
1977,12,2.19,0.334,10.97
1978,1,2.47,0.282,10.94
1978,2,0.63,0.192,11.35
1978,3,2.32,0.152,14.19
1978,4,-0.44,0.267,15.56
1978,5,1.68,0.273,15.11
1978,6,-0.14,0.195,18.27
1978,7,-0.12,0.398,19.67
1978,8,0.47,0.176,20.22
1978,9,0.38,0.522,19.87
1978,10,0.92,0.239,17.6
1978,11,-1.17,0.194,11.17
1978,12,-1.93,0.242,6.85
1979,1,-0.2,0.313,8.27
1979,2,-0.86,0.224,9.86
1979,3,0.59,0.105,12.46
1979,4,0.07,0.225,16.07
1979,5,1.24,0.472,14.67
1979,6,0.46,0.493,18.87
1979,7,0.46,0.408,20.25
1979,8,-0.12,0.55,19.63
1979,9,1.87,0.264,21.36
1979,10,0.61,0.177,17.29
1979,11,-0.15,0.266,12.19
1979,12,1.23,0.21,10.01
1980,1,1.41,0.192,9.88
1980,2,1.68,0.358,12.4
1980,3,0.25,0.401,12.12
1980,4,0.48,0.482,16.48
1980,5,-1,0.268,12.43
1980,6,-1.34,0.501,17.07
1980,7,0.07,0.359,19.86
1980,8,-1.01,0.572,18.74
1980,9,-0.76,0.277,18.73
1980,10,0.6,0.21,17.28
1980,11,0.79,0.216,13.13
1980,12,0.94,0.287,9.72
1981,1,1.42,0.272,9.89
1981,2,1.16,0.233,11.88
1981,3,0.09,0.249,11.96
